title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year
No Game No Life: Zero,False,"['Animation', 'Action', 'Drama', 'Romance', 'Fantasy', 'Adventure']",ja,14.785,106,7.818,352,"['Yoko Hikasa', 'Ai Kayano', 'Yoshitsugu Matsuoka', 'Kazuyuki Okitsu']",['Atsuko Ishizuka'],"['based on novel or book', 'magic', 'anti hero', 'supernatural', 'post-apocalyptic future', 'end of the world', 'tragedy', 'disaster', 'game', 'anime', 'high fantasy', 'battle of wits']",2017
Wildflower,False,"['Comedy', 'Drama']",en,14.784,105,7.3,54,"['Kiernan Shipka', 'Alexandra Daddario', 'Charlie Plummer', 'Jean Smart']",['Matt Smukler'],[],2023
Night Falls on Manhattan,False,"['Crime', 'Drama', 'Thriller']",en,14.783,113,6.268,110,"['Andy García', 'Ian Holm', 'James Gandolfini', 'Lena Olin']",['Sidney Lumet'],"['drug dealer', 'corruption', 'police', 'police corruption', 'district attorney', 'nypd', 'the lost evidence']",1996
The Rental,False,"['Horror', 'Mystery', 'Thriller']",en,14.781,88,5.533,812,"['Dan Stevens', 'Alison Brie', 'Sheila Vand', 'Jeremy Allen White']",['Dave Franco'],"['brother', 'camera', 'ecstasy', 'house', 'stalker', 'murder', 'voyeurism', 'rental', 'weekend getaway']",2020
Goodnight Mommy,False,"['Horror', 'Drama', 'Thriller', 'Crime', 'Mystery']",en,14.779,91,6.245,372,"['Naomi Watts', 'Cameron Crovetti', 'Nicholas Crovetti', 'Peter Hermann']",['Matt Sobel'],"['remake', 'twins']",2022
The Last Days on Mars,False,"['Science Fiction', 'Thriller', 'Horror']",en,14.778,98,5.449,751,"['Liev Schreiber', 'Romola Garai', 'Elias Koteas', 'Olivia Williams']",['Ruairi Robinson'],"['planet mars', 'zombie', '2040s']",2013
What Keeps You Alive,False,"['Thriller', 'Horror']",en,14.777,99,5.829,240,"['Hannah Anderson', 'Brittany Allen', 'Martha MacIsaac', 'Joey Klein']",['Colin Minihan'],"['canada', 'lake', 'psychopath', 'married couple', 'murder', 'cottage', 'wedding anniversary', 'psychotic', 'rowboat']",2018
Beau Pere,False,"['Drama', 'Romance']",fr,14.776,123,6.733,103,"['Patrick Dewaere', 'Ariel Besse', 'Maurice Ronet', 'Geneviève Mnich']",['Bertrand Blier'],"['lolita', 'stepfather', 'breaking the fourth wall', 'teenage girl', 'tenant', 'pipe smoking', 'estrangement', 'death of wife']",1981
Bionicle: The Legend Reborn,False,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",en,14.776,80,5.642,113,"['Jeff Bennett', 'Dee Bradley Baker', 'Jim Cummings', 'Michael Dorn']",['Mark Baldo'],[],2009
The 300 Spartans,False,"['History', 'War', 'Adventure']",en,14.772,114,6.404,120,"['Richard Egan', 'Ralph Richardson', 'Diane Baker', 'Barry Coe']",['Rudolph Maté'],"['greece', 'soldier', 'ancient greece', 's.a.t.', 'warrior', 'sparta greece', '5th century bc']",1962
The Delta Force,False,"['Action', 'Thriller', 'Adventure']",en,14.772,129,5.865,377,"['Chuck Norris', 'Lee Marvin', 'Shelley Winters', 'Martin Balsam']",['Menahem Golan'],"['martial arts', 'war veteran', 'fight', 'patriotism', 'rescue mission', 'based on true story', 'airplane hijacking', 'covert operation', 'delta force', 'gunfight', 'terrorism', 'action hero']",1986
A Summer Place,False,"['Drama', 'Romance']",en,14.769,130,6.422,45,"['Richard Egan', 'Dorothy McGuire', 'Sandra Dee', 'Arthur Kennedy']",['Delmer Daves'],"['businessman', 'summer', 'former flame']",1959
Annie,False,"['Comedy', 'Drama', 'Family']",en,14.769,127,6.494,653,"['Aileen Quinn', 'Albert Finney', 'Carol Burnett', 'Ann Reinking']",['John Huston'],"['child abuse', 'musical', 'based on play or musical', 'billionaire', 'little girl', 'orphan', 'whistle', ""child's point of view"", 'chrysler building', 'rockettes', 'locket', 'female child abuser', 'based on comic strip']",1982
Redline,False,"['Action', 'Thriller']",en,14.767,95,4.95,139,"['Nathan Phillips', 'Nadia Bjorlin', 'Eddie Griffin', 'Tim Matheson']",['Andy Cheng'],['street race'],2007
Rebecca,False,"['Mystery', 'Romance', 'Thriller', 'Drama']",en,14.766,130,7.9,1641,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']",['Alfred Hitchcock'],"['based on novel or book', 'age difference', 'obsession', 'monte carlo', 'bride', 'cornwall, england', 'love', 'film noir', 'rural area', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'age-gap relationship']",1940
The Mercy,False,"['Drama', 'Adventure']",en,14.764,102,5.952,261,"['Colin Firth', 'Rachel Weisz', 'David Thewlis', 'Mark Gatiss']",['James Marsh'],"['england', 'inventor', 'yacht', 'based on true story', 'argentina', 'press agent', '1960s', 'circumnavigation', 'golden globe race', 'yachtsman', 'trimaran']",2018
Coffy,False,"['Action', 'Thriller', 'Crime']",en,14.762,90,6.662,219,"['Pam Grier', 'Robert DoQui', 'Sid Haig', 'Booker Bradshaw']",['Jack Hill'],"['right and justice', 'orderly', 'vigilante', 'blaxploitation cinema', 'illegal drugs']",1973
Scrooge,False,"['Fantasy', 'Drama']",en,14.761,86,7.377,285,"['Alastair Sim', 'Mervyn Johns', 'Glyn Dearman', 'George Cole']",['Brian Desmond Hurst'],"['london, england', 'based on novel or book', 'businessman', 'holiday', 'greed', 'supernatural', 'redemption', 'business ethics', 'victorian england', 'money', 'black and white', 'miser', 'ghost', 'christmas']",1951
Between the Sun and the Sidewalk,False,['Documentary'],en,14.76,76,0.0,0,[],['Helen De Michiel'],"['democracy', 'social documentary', 'social issues', 'political documentary', 'independent film', 'tax', 'community organizing']",2024
Osomoy,False,"['Drama', 'Comedy']",bn,14.76,161,7.0,1,"['Tasnia Farin', 'Sharaf Ahmed Zibon', 'Intekhab Dinar', 'Iresh Zaker']",['Kajal Arefin Ome'],['bangladesh'],2024
The Principal,False,"['Action', 'Adventure', 'Crime', 'Drama']",en,14.758,109,6.477,259,"['Jim Belushi', 'Louis Gossett Jr.', 'Rae Dawn Chong', 'Kelly Jo Minter']",['Christopher Cain'],"['resistance', 'drug trafficking', 'teacher', 'youth gang', 'school life']",1987
7 Men from Now,False,['Western'],en,14.756,78,6.832,98,"['Randolph Scott', 'Gail Russell', 'Lee Marvin', 'Walter Reed']",['Budd Boetticher'],"['sheriff', 'outlaw', 'wells fargo']",1956
The Wolf and the Lion,False,"['Family', 'Adventure', 'Drama']",en,14.755,99,7.495,378,"['Molly Kunz', 'Graham Greene', 'Charlie Carrick', 'Derek Johns']",['Gilles de Maistre'],[],2021
Operation Mincemeat,False,"['War', 'History', 'Drama']",en,14.751,128,6.535,598,"['Colin Firth', 'Matthew Macfadyen', 'Kelly Macdonald', 'Penelope Wilton']",['John Madden'],"['sicily, italy', 'world war ii', 'remake']",2022
Batman: The Killing Joke,False,"['Action', 'Animation', 'Crime', 'Drama']",en,14.751,77,6.594,1721,"['Kevin Conroy', 'Mark Hamill', 'Tara Strong', 'Ray Wise']",['Sam Liu'],"['joker', 'psychopath', 'superhero', 'cartoon', 'carnival', 'comic book', 'descent into madness', 'torture', 'cruelty', 'justice', 'based on graphic novel', 'super power', 'madness', 'adult animation']",2016
Pokémon the Movie: Genesect and the Legend Awakened,False,"['Action', 'Adventure', 'Animation', 'Family']",ja,14.749,72,6.4,144,"['Rica Matsumoto', 'Ikue Otani', 'Aoi Yuki', 'Minami Tsuda']",['Kunihiko Yuyama'],['anime'],2013
Mike's New Car,False,"['Animation', 'Comedy', 'Family', 'Fantasy']",en,14.749,3,6.874,653,"['Billy Crystal', 'John Goodman']",['Pete Docter'],['short film'],2002
Airport,False,"['Action', 'Drama', 'Thriller']",en,14.749,137,6.395,353,"['Burt Lancaster', 'Dana Wynter', 'Dean Martin', 'Barbara Hale']",['George Seaton'],"['airplane', 'airport', 'based on novel or book', 'panic', 'bomb', 'stowaway', 'snowstorm', 'landing', 'deception', 'blizzard', 'disaster movie', 'suicide bomber', 'snowplow']",1970
Live by Night,False,"['Crime', 'Drama', 'Thriller']",en,14.748,129,6.248,1241,"['Ben Affleck', 'Elle Fanning', 'Brendan Gleeson', 'Chris Messina']",['Ben Affleck'],"['florida', 'based on novel or book', 'prohibition era', 'love', 'revenge', 'betrayal', 'organized crime', '1920s', '1930s']",2016
A Christmas Carol,False,"['Drama', 'Fantasy', 'TV Movie', 'Family']",en,14.746,101,7.375,335,"['George C. Scott', 'Roger Rees', 'David Warner', 'Susannah York']",['Clive Donner'],"['future', 'holiday', 'redemption', 'miser', 'ghost', 'christmas', 'spectre', 'stingy']",1984
The Asphalt Jungle,False,"['Crime', 'Drama']",en,14.744,112,7.516,440,"['Sterling Hayden', 'Louis Calhern', 'Sam Jaffe', 'Jean Hagen']",['John Huston'],"['based on novel or book', 'heist', 'film noir', 'on the run']",1950
Father Goose,False,"['Adventure', 'Comedy', 'Romance']",en,14.743,118,7.0,155,"['Cary Grant', 'Leslie Caron', 'Trevor Howard', 'Sharyl Locke']",['Ralph Nelson'],"['island', 'airplane', 'south seas', 'coast watcher']",1964
Holiday,False,"['Comedy', 'Romance', 'Drama']",en,14.741,97,7.332,226,"['Katharine Hepburn', 'Cary Grant', 'Doris Nolan', 'Lew Ayres']",['George Cukor'],"[""new year's eve"", 'sibling relationship', 'holiday', 'romantic comedy', 'sister', 'free spirit', 'best friend', 'mansion', 'alcoholic', 'millionaire', 'screwball comedy', 'stubbornness', 'marriage engagement', 'high society', 'social class', 'christmas', 'college professor', 'drunkard', 'wealthy family']",1938
The Triplets of Belleville,False,"['Animation', 'Comedy', 'Drama']",fr,14.74,80,7.4,875,"['Suzy Falk', 'Lina Boudreau', 'Betty Bonifassi', 'Michèle Caucheteux']",['Sylvain Chomet'],"['france', 'kidnapping', 'biker', 'tour de france', 'mafia', 'dog', 'triplet', 'band singer', 'silent film', 'adult animation', 'old woman']",2003
The Cabbage Soup,False,"['Comedy', 'Science Fiction']",fr,14.739,98,6.367,814,"['Louis de Funès', 'Jean Carmet', 'Jacques Villeret', 'Claude Gensac']",['Jean Girault'],"['flying saucer', 'france', 'based on novel or book', 'alcohol', 'culture clash', 'approach', 'mayor', 'modernity', 'hangman', 'alien', 'back from the dead', 'cabbage', 'hunchback', 'alien contact', 'alien language', 'remote village', 'old men']",1981
The Cure,False,"['Drama', 'Family']",en,14.739,97,7.975,285,"['Joseph Mazzello', 'Brad Renfro', 'Annabella Sciorra', 'Diana Scarwid']",['Peter Horton'],"['aids', 'mississippi river', 'minnesota', 'male friendship', 'hiv', 'sick child']",1995
Sword of the Stranger,False,"['Action', 'Animation', 'History']",ja,14.738,103,7.606,383,"['Tomoya Nagase', 'Yuri Chinen', 'Koichi Yamadera', 'Akio Otsuka']",['Masahiro Ando'],"['samurai', 'swordplay', 'espionage', 'human animal relationship', 'swordsman', 'dog', 'sengoku period', 'feudal japan']",2007
The Condemned 2,False,['Action'],en,14.737,90,5.1,136,"['Randy Orton', 'Eric Roberts', 'Wes Studi', 'Steven Michael Quezada']",['Roel Reiné'],['death game'],2015
Shocker,False,"['Horror', 'Thriller']",en,14.735,109,5.563,390,"['Michael Murphy', 'Mitch Pileggi', 'Camille Cooper', 'Sam Scarber']",['Wes Craven'],"['psychopath', 'sadistic', 'detective', 'blackout', 'gore', 'murder', 'capital punishment', 'slasher', 'maniac', 'rage', 'killer', 'evil', 'madman', 'insane']",1989
Precious,False,['Drama'],en,14.733,110,7.334,1542,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton', 'Mariah Carey']",['Lee Daniels'],"['rape', 'aids', 'illiteracy', 'unwillingly pregnant', 'balloon', 'school', 'crying', 'motorcycle', 'harlem, new york city', '1980s', 'abusive mother']",2009
3 Ninjas,False,"['Family', 'Action', 'Adventure', 'Comedy']",en,14.73,84,5.658,403,"['Victor Wong', 'Michael Treanor', 'Max Elliott Slade', 'Chad Power']",['Jon Turteltaub'],"['rescue', 'hero', 'sibling relationship', 'rivalry', 'family', 'escapade', 'save the day', 'young heroes', 'teachers and students', 'teaching the ways of the world', 'eccentric family', 'vigilantism', 'heroic mission', 'power relations', 'laxative']",1992
Megan Is Missing,False,"['Drama', 'Horror', 'Thriller']",en,14.729,85,6.248,598,"['Amber Perkins', 'Rachel Quinn', 'Dean Waite', 'Jael Elizabeth Steinmeyer']",['Michael Goi'],"['rape', 'predator', 'based on true story', 'murder', 'teenage girl', 'internet', 'torture', 'high school friends', 'missing person', 'found footage', 'abduction']",2011
Planet Hulk,False,"['Science Fiction', 'Animation', 'Action']",en,14.729,81,7.011,445,"['Rick D. Wasserman', 'Marc Worden', 'Mark Hildreth', 'Kevin Michael Richardson']",['Sam Liu'],"['superhero', 'illuminati', 'based on comic', 'space opera', 'superhuman strength', 'sword and planet', 'beta ray bill']",2010
Vadakkupatti Ramasamy,False,"['Comedy', 'Drama', 'Fantasy', 'Science Fiction']",ta,14.728,144,0.0,0,"['Santhanam', 'Megha Akash', 'Tamizh', 'Rajendran']",['Karthik Yogi'],"['superstition', '1970s', 'con man', 'based on true story', '1960s']",2024
The Swan Princess: A Royal Family Tale,False,"['Family', 'Animation', 'Fantasy']",en,14.727,79,6.132,38,"['Laura Bailey', 'Yuri Lowenthal', 'Joseph Medrano', 'James Arrington']",['Richard Rich'],"['princess', 'kingdom', 'prince', 'musical', 'turtle', 'sequel']",2014
Aliens in the Attic,False,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,14.726,86,5.674,946,"['Carter Jenkins', 'Austin Butler', 'Ashley Tisdale', 'Ashley Boettcher']",['John Schultz'],"['alien', 'duringcreditsstinger', 'beforecreditsstinger', 'live action and animation']",2009
Prom Night,False,"['Horror', 'Mystery', 'Thriller']",en,14.724,92,5.693,389,"['Leslie Nielsen', 'Jamie Lee Curtis', 'Casey Stevens', 'Anne-Marie Martin']",['Paul Lynch'],"['high school', 'dancing', 'dance', 'revenge', 'murder', 'prom', 'serial killer', 'slasher', 'killer', 'disco', 'psycho', 'red herring']",1980
An Extremely Goofy Movie,False,"['Animation', 'Family', 'Comedy']",en,14.722,79,6.366,573,"['Bill Farmer', 'Jason Marsden', 'Jeff Bennett', 'Jim Cummings']",['Douglas McCarthy'],"['skateboarding', 'sports', 'parent child relationship', 'college', 'single father', 'duringcreditsstinger', 'father son conflict']",2000
Mary Shelley's Frankenstein,False,"['Drama', 'Horror', 'Science Fiction', 'Romance']",en,14.722,123,6.401,1149,"['Robert De Niro', 'Kenneth Branagh', 'Tom Hulce', 'Helena Bonham Carter']",['Kenneth Branagh'],"['experiment', 'remake', 'gothic horror', 'goth']",1994
The Great Silence,False,"['Western', 'Drama']",it,14.72,106,7.4,362,"['Jean-Louis Trintignant', 'Klaus Kinski', 'Frank Wolff', 'Luigi Pistilli']",['Sergio Corbucci'],"['dying and death', 'capitalist', 'gunslinger', 'sheriff', 'bounty hunter', 'saloon', 'desolateness', 'winter', 'repayment', 'sadistic', 'robber', 'sadness', 'anti hero', 'hunger', 'greed', 'self-defense', 'mountain village', 'rocky mountains', 'provocation', 'childhood trauma', 'coldness', 'spaghetti western']",1968
The Sword,False,[],zh,14.719,64,5.3,3,"['Li Xianshi', 'Robert Gilabert Cuenca', 'Anita Yoo', ""Ren Qing'an""]",['Zhao Renqi'],[],2021
Maggie Moore(s),False,"['Mystery', 'Comedy']",en,14.717,99,5.9,74,"['Jon Hamm', 'Tina Fey', 'Micah Stock', 'Nick Mohammed']",['John Slattery'],"['small town', 'neo-nazism', 'arizona', 'police chief', 'dark comedy', 'ex husband', 'based on true story', 'dating', 'widower', 'diabetic', 'nosy neighbor', 'franchise', 'murder mystery', 'sex offender', 'strange', 'twists', 'food delivery', 'murders', 'desert town', 'secrets', 'black comedy', 'sub shop', 'deaf man', 'romantic relationship']",2023
A Werewolf Boy,False,"['Romance', 'Fantasy']",ko,14.715,122,7.6,245,"['Song Joong-ki', 'Park Bo-young', 'Yoo Yeon-seok', 'Lee Young-lan']",['Jo Sung-hee'],"['single parent', 'feral child', 'werewolf', 'orphan']",2012
Shaft,False,"['Action', 'Crime', 'Thriller']",en,14.713,100,6.503,327,"['Richard Roundtree', 'Moses Gunn', 'Charles Cioffi', 'Christopher St. John']",['Gordon Parks'],"['daughter', 'new york city', 'police', 'black people', 'ghetto', 'blaxploitation cinema']",1971
Barton Fink,False,"['Comedy', 'Drama']",en,14.713,117,7.465,1566,"['John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner']",['Joel Coen'],"['hotel', 'screenplay', 'mass murder', 'movie business', 'screenwriter', 'neighbor', 'los angeles, california', 'neo-noir', '1940s']",1991
Lego DC Batman: Family Matters,False,"['Animation', 'Family', 'Action', 'Comedy']",en,14.712,72,6.878,131,"['Troy Baker', 'Jason Spisak', 'Will Friedle', 'Tara Strong']",['Matt Peters'],['lego'],2019
Marmaduke,False,"['Family', 'Comedy']",en,14.711,87,5.262,715,"['Lee Pace', 'Judy Greer', 'Owen Wilson', 'Emma Stone']",['Tom Dey'],"['slapstick comedy', 'dog', 'great dane', 'orange county, california', 'pets', 'family comedy', 'based on comic strip']",2010
Beethoven's 3rd,False,"['Family', 'Comedy']",en,14.711,99,5.107,335,"['Judge Reinhold', 'Julia Sweeney', 'Joe Pichler', 'Michaela Gallo']",['David Mickey Evans'],"['st. bernard', 'dog']",2000
The Quiet Man,False,"['Romance', 'Comedy', 'Drama']",en,14.711,129,7.322,478,"['John Wayne', ""Maureen O'Hara"", 'Victor McLaglen', 'Barry Fitzgerald']",['John Ford'],"['countryside', 'fight', 'brother', 'widow', 'boxer', 'beer', 'love', 'rural area', 'cottage', 'train', 'ireland', 'dowry', 'technicolor', 'return to birthplace', 'temper']",1952
The Accidental Husband,False,"['Comedy', 'Romance']",en,14.708,90,5.525,522,"['Uma Thurman', 'Colin Firth', 'Jeffrey Dean Morgan', 'Sam Shepard']",['Griffin Dunne'],"['fictitious marriage', 'romantic comedy', 'blonde', 'beautiful woman', 'revenge', 'secretary', 'wedding', 'radio host']",2008
Prisoners of the Ghostland,False,"['Action', 'Fantasy', 'Horror']",en,14.707,103,5.09,507,"['Nicolas Cage', 'Sofia Boutella', 'Nick Cassavetes', 'Bill Moseley']",['Sion Sono'],"['rescue', 'disappearance', 'curse', 'criminal']",2021
The Big Green,False,"['Family', 'Comedy']",en,14.706,100,5.477,176,"[""Olivia d'Abo"", 'Steve Guttenberg', 'Chauncey Leopardi', 'Patrick Renna']",['Holly Goldberg Sloan'],"['sports', 'football (soccer)', 'woman director']",1995
Nothing but Trouble,False,"['Comedy', 'Adventure']",en,14.704,94,5.272,324,"['Chevy Chase', 'Dan Aykroyd', 'John Candy', 'Demi Moore']",['Dan Aykroyd'],"['small town', 'sheriff', 'drag queen', 'yuppie', 'broker', 'wealthy', 'corpse', 'house of horrors', 'missing person', 'dual role', 'monster movie', 'horror comedy', 'corrupt judge', 'comedy thriller']",1991
Hold the Dark,False,"['Thriller', 'Mystery', 'Crime']",en,14.702,126,5.398,894,"['Jeffrey Wright', 'Alexander Skarsgård', 'James Badge Dale', 'Riley Keough']",['Jeremy Saulnier'],"['based on novel or book', 'police', 'hunter', 'murder', 'alaska', 'shootout', 'writer', 'soldier', 'dark secret', 'motel room', 'hot spring', 'wolves', 'animal mask', 'graphic violence']",2018
Stranger by the Lake,False,"['Drama', 'Thriller']",fr,14.702,97,6.286,405,"['Pierre Deladonchamps', 'Christophe Paou', ""Patrick d'Assumçao"", 'Jérôme Chappatte']",['Alain Guiraudie'],"['lake', 'drowning', 'detective', 'cruising', 'investigation', 'love', 'murder', 'loneliness', 'male homosexuality', 'ejaculation', 'skinny dipping', 'summer', 'swimming', 'mustache', 'sexual desire', 'stranger', 'lgbt', 'exhibitionism', 'casual sex', 'companionship', 'sunbathing', 'gay theme']",2013
Inside Job,False,['Documentary'],en,14.7,109,7.708,879,"['Matt Damon', 'William Ackman', 'Barack Obama', 'George W. Bush']",['Charles Ferguson'],"['banker', 'corruption', 'capitalism', 'globalization', 'bank', 'crisis', 'fraud', 'banking', 'wall street', 'global economy', 'finances', 'money', 'economics', 'financial crisis', 'stock market', 'corporation']",2010
The Vampire Lovers,False,['Horror'],en,14.698,91,6.3,174,"['Ingrid Pitt', 'Peter Cushing', 'George Cole', ""Kate O'Mara""]",['Roy Ward Baker'],"['daughter', 'vampire', 'exploitation', 'revenge']",1970
Demolition,False,"['Comedy', 'Drama']",en,14.697,101,6.786,2056,"['Jake Gyllenhaal', 'Naomi Watts', 'Chris Cooper', 'Judah Lewis']",['Jean-Marc Vallée'],"['infidelity', 'new york city', 'loss of loved one', 'pregnancy', 'dark comedy', 'carousel ', 'father-in-law', 'car crash', 'pot smoking', 'grieving widower', 'grief', 'marijuana', 'male homosexuality', 'hospital', 'car accident', 'mourning', 'lgbt teen', 'grieving', 'vending machine', 'death of wife', 'investment banker', 'station wagon']",2015
